Date,Weekday,Logistics sickness rate,6S Gemba Walk (Controler + TL),QRP (Quick Risk Prediction),PULSAR  LC Warehouse ,PULSAR  LC IB & OB Export,PULSAR  Execution & Domestic ,Accident / LTR,Incident / Near Misses ,AUSBLENDEN - nicht löschen,Safety trigger,Safety trigger_1,Safety trigger_2,Safety trigger_3,Logistikcenter Inbound,WE FG Plan,WE FG Ist - nach Plan,WE FG Ist - außer Plan,WE WMS Plan,WE WMS Ist - nach Plan,WE WMS Ist - außer Plan,LKWs verschoben,LKWs nicht gekommen,Retrospectiv changes ,Retrospectiv changes _1,T&T Issues,T&T Issues_1,Unloading Performance,Unloading Performance_1,Logistikcenter Outbound,Gesamt Picking Aufträge Plan,Picking Aufträge Ist,Lieferscheine,WA FG Plan,WA FG Backlog Ist,WA FG Ist,Sleep Sheet Forecast ,WA FG Slip Sheet Plan,WA FG Slip Sheet Ist,Shuttle Forecast,Shuttle Forecast ,Shuttel Ist,Documents not on time,Nachträgliche Änderungen ,Nachträgliche Änderungen _1,LKWs verschoben_1,LKWs nicht gekommen_1,T&T issues,T&T issues_1,Fehlverladungen,Truck arrival Performance,Loading Time Performance ,Super Depot (Geb. 7),Amount of DNs Stuttgart ,Amount of DNs Stuttgart per Month,DNS Stuttgart not in time,Amount of DNs Leipzig,Amount of DNs Leipzig per Month,DNS Leipzig not in time,Amount of picks,Amount picks done,Amount picks open,Amount of picks for next Day,Picking issues Stuttgart (Add. Quant),Picking issues Stuttgart (Red. Quant),Picking issues Leipzig (Add. Quant),Picking issues Leipzig (Red. Quant),Picking issues per Month,Picking issues per Month_1,Damages reported by Stuttgart,Damages reported by Leipzig,Damages reported per Month,Damages reported per Month_1,Amount of empty pallets ,Amount of empty pallets _1,Amount of empty pallets _2,Workers present early shift,Workers present late shift,Central Warehouse (Geb. 7),WE FG Plan (ext.),WE FG Ist (ext.),WE FG LKW verschoben (ext.),Shuttle Ist,WA FG Plan (KN Depot),WA FG Ist (KN Depot),Zeitlots getroffen (KN Depot),Verladung OTIF - Depot Belieferung,Verschobene OB (KN Depot),Fehlverladungen ,Geplante OB (SupderDepot),Verladene OB (SupderDepot),Verspätungen (Super Depot),Verladung OTIF - Super Depot,Crewing issues CW,Crewing Office,BAT Inbound FS,BAT Inbound SS,BAT Inbound NS,BAT Outbound FS,BAT Outbound SS,BAT Outbound NS,Crewing Warehouse,BAT IP1 FS,BAT IP1 SS,BAT IP1 NS,BAT IP2 FS,BAT IP2 SS,BAT IP2 NS,Reichhart Versandhalle FS,Reichhart Versandhalle SS,Reichhart Versandhalle NS,Reichhart Rampe 6 FS,Reichhart Rampe 6 SS,Reichhart Rampe 6 NS,Aggregate,Früschicht,Spätschicht,Nachtschicht,WH Technik,AGV,AGV_1,AGV ,AGV_2,AGV_3,AGV_4,Hochregalstapler,Hochregalstapler_1,Prozessleistung IP1 und Versandhalle,Stops,Prozessfehler,BDE,DH,DH_1,CIL,CIL_1,Prozessleistung IP2 und Rampe 6,Stops_1,Prozessfehler_1,BDE_1,DH_2,DH_3,CIL_2,CIL_3,Stops at Factory ,MYO Stillstände,Tickets  Inbound / Outbound / Warehouse,Swisslog,SAP,TPD Go,TPD Portal,SMILES ,MIC,OTM,AGV System,Tickets Sonstiges,Tickets Inbound gelöst,Tickets Outbound gelöst,Warehouse ,Tickets Warehouse gelöst,Leer,Prozessleistung Exectution / Service,Damaged Handling,Blockierte Bestände,SOX,Stock FG Vernichtung,Stock FG Shelf Life,Quality Issues PL,Quality Issues NL,Quality Issues HU,Quality Issues DE,Schadensmeldungen BT,Leer_1,Gesamtlagerkapazität,Auslastung in %,Blocklagerkapazität,Auslastung  in %,Blocklagerkapazität_1,Blocklagerkapazität_2,Hochregallagerkapazität,Auslastung in %_1,Hochregallager,Hochregallager_1,Hochregallager_2,Hochregallager_3,Hochregallager_4,Hochregallager_5,Regallagerkapazität (958 W Total x dursch. 4 Pal/W = Mittwl. 3832 ),Auslastung in %_2,Regallager,Regallager_1,Regallager_2,BIN Lager,BIN Lager_1,BIN Lager_2,BIN Lager_3,BIN Lager_4,BIN Lager_5,BIN Lager_6,BIN Lager_7,BIN Lager_8,BIN Lager_9,BIN Lager_10,Lagernutzung (Bestände),Gesamtlagerkapazität_1,Produktionsmaterialien ,Produktionsmaterialien _1,Produktionsmaterialien _2,Produktionsmaterialien _3,Produktionsmaterialien _4,Produktionsmaterialien _5,Produktionsmaterialien,Zigaretten (ZFG100000),Zigaretten (ZFG100000)_1,Zigaretten (ZFG100000)_2,Zigaretten (ZFG100000)_3,Zigaretten (ZFG100000)_4,Zigaretten (ZFG100000)_5,Zigarillos (ZFG110000),Zigarillos (ZFG110000)_1,Zigarillos (ZFG110000)_2,Zigarillos (ZFG110000)_3,Zigarillos (ZFG110000)_4,Zigarillos (ZFG110000)_5,OTP (ZFG130000),OTP (ZFG130000)_1,OTP (ZFG130000)_2,OTP (ZFG130000)_3,OTP (ZFG130000)_4,OTP (ZFG130000)_5,Oral (ZFG135004),SPA Bestand,FRA Bestand,ITA Bestand,AUT Bestand,GEW Bestand ,Andere Märkte FG Bestand,Hegnabrunn Lagerkapazität ,Leer_2,Hegnabrunn Warehouse,Hegnabrunn Warehouse_1,Hegnabrunn Warehouse_2,Hegnabrunn Warehouse_3,Factory Verbrauchsmaterial,Leer_3,Verbrauchsmaterial,Verbrauchsmaterial_1,Verbrauchsmaterial_2,Verbrauchsmaterial_3,Verbrauchsmaterial_4,Verbrauchsmaterial_5,Verbrauchsmaterial_6,Verbrauchsmaterial_7,Verbrauchsmaterial_8,Verbrauchsmaterial_9,Verbrauchsmaterial_10,Verbrauchsmaterial_11,Verbrauchsmaterial_12
2024-10-23 00:00:00,Mittwoch,,0,0,0,0,0,0,0,897,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,0,,,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,64447,,,,,,,,,,,-1931056,0,,,,,,,,,,,,,13530,,,5260,,0,0,4520,,0,0,0,0,0,0,3832,,0,0,0,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
2024-10-24 00:00:00,Donnerstag,,0,0,0,0,0,0,0,900,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,0,,,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,64447,,,,,,,,,,,-1931056,0,,,,,,,,,,,,,13530,,,5260,,0,0,4520,,0,0,0,0,0,0,3832,,0,0,0,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
2024-10-25 00:00:00,Freitag,,0,0,0,0,0,0,0,903,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,0,,,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,64447,,,,,,,,,,,-1931056,0,,,,,,,,,,,,,13612,,,5260,,0,0,4520,,0,0,0,0,0,0,3832,,0,0,0,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
2024-10-26 00:00:00,Samstag,,0,0,0,0,0,0,0,906,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,0,,,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,64447,,,,,,,,,,,-1931056,0,,,,,,,,,,,,,13612,,,5260,,0,0,4520,,0,0,0,0,0,0,3832,,0,0,0,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
2024-10-27 00:00:00,Sonntag,,0,0,0,0,0,0,0,909,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,0,,,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,64447,,,,,,,,,,,-1931056,0,,x,x,x,x,x,x,x,x,x,x,x,,,,5260,,0,0,4520,,0,0,0,0,0,0,3832,,0,0,0,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
2024-10-28 00:00:00,Montag,,0,0,0,0,0,0,0,912,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,0,,,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,64447,,,,,,,,,,,-1931056,0,,,,,,,,,,,,,13530,,,5260,,0,0,4520,,0,0,0,0,0,0,3832,,0,0,0,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
2024-10-29 00:00:00,Dienstag,,0,0,0,0,0,0,0,915,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,0,,,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,64447,,,,,,,,,,,-1931056,0,,,,,,,,,,,,,13530,,,5260,,0,0,4520,,0,0,0,0,0,0,3832,,0,0,0,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
2024-10-30 00:00:00,Mittwoch,,0,0,0,0,0,0,0,918,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,0,,,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,64447,,,,,,,,,,,-1931056,0,,,,,,,,,,,,,13530,,,5260,,0,0,4520,,0,0,0,0,0,0,3832,,0,0,0,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
2024-10-31 00:00:00,Donnerstag,,0,0,0,0,0,0,0,921,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,0,,,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,64447,,,,,,,,,,,-1931056,0,,,,,,,,,,,,,13530,,,5260,,0,0,4520,,0,0,0,0,0,0,3832,,0,0,0,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
2024-11-01 00:00:00,Freitag,,0,0,0,0,0,0,0,924,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,0,,,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,64447,,,,,,,,,,,-1931056,0,,,,,,,,,,,,,13612,,,5260,,0,0,4520,,0,0,0,0,0,0,3832,,0,0,0,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
2024-11-02 00:00:00,Samstag,,0,0,0,0,0,0,0,927,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,0,,,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,64447,,,,,,,,,,,-1931056,0,,,,,,,,,,,,,13612,,,5260,,0,0,4520,,0,0,0,0,0,0,3832,,0,0,0,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
2024-11-03 00:00:00,Sonntag,,0,0,0,0,0,0,0,930,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,0,,,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,64447,,,,,,,,,,,-1931056,0,,x,x,x,x,x,x,x,x,x,x,x,,,,5260,,0,0,4520,,0,0,0,0,0,0,3832,,0,0,0,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
2024-11-04 00:00:00,Montag,,0,0,0,0,0,0,0,933,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,0,,,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,64447,,,,,,,,,,,-1931056,0,,,,,,,,,,,,,13530,,,5260,,0,0,4520,,0,0,0,0,0,0,3832,,0,0,0,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
2024-11-05 00:00:00,Dienstag,,0,0,0,0,0,0,0,936,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,0,,,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,64447,,,,,,,,,,,-1931056,0,,,,,,,,,,,,,13530,,,5260,,0,0,4520,,0,0,0,0,0,0,3832,,0,0,0,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
2024-11-06 00:00:00,Mittwoch,,0,0,0,0,0,0,0,939,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,0,,,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,64447,,,,,,,,,,,-1931056,0,,,,,,,,,,,,,13530,,,5260,,0,0,4520,,0,0,0,0,0,0,3832,,0,0,0,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
2024-11-07 00:00:00,Donnerstag,,0,0,0,0,0,0,0,942,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,0,,,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,64447,,,,,,,,,,,-1931056,0,,,,,,,,,,,,,13530,,,5260,,0,0,4520,,0,0,0,0,0,0,3832,,0,0,0,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
2024-11-08 00:00:00,Freitag,,0,0,0,0,0,0,0,945,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,0,,,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,64447,,,,,,,,,,,-1931056,0,,,,,,,,,,,,,13612,,,5260,,0,0,4520,,0,0,0,0,0,0,3832,,0,0,0,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
2024-11-09 00:00:00,Samstag,,0,0,0,0,0,0,0,948,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,0,,,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,64447,,,,,,,,,,,-1931056,0,,,,,,,,,,,,,13612,,,5260,,0,0,4520,,0,0,0,0,0,0,3832,,0,0,0,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
2024-11-10 00:00:00,Sonntag,,0,0,0,0,0,0,0,951,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,0,,,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,64447,,,,,,,,,,,-1931056,0,,x,x,x,x,x,x,x,x,x,x,x,,,,5260,,0,0,4520,,0,0,0,0,0,0,3832,,0,0,0,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
2024-11-11 00:00:00,Montag,,0,0,0,0,0,0,0,954,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,0,,,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,64447,,,,,,,,,,,-1931056,0,,,,,,,,,,,,,13530,,,5260,,0,0,4520,,0,0,0,0,0,0,3832,,0,0,0,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
2024-11-12 00:00:00,Dienstag,,0,0,0,0,0,0,0,957,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,0,,,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,64447,,,,,,,,,,,-1931056,0,,,,,,,,,,,,,13530,,,5260,,0,0,4520,,0,0,0,0,0,0,3832,,0,0,0,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
2024-11-13 00:00:00,Mittwoch,,0,0,0,0,0,0,0,960,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,0,,,0,0,0,,0,0,0,0,2,0,0,,0,0,0,0,0,0,0,,,,64447,,,,,,,,,,,-1931056,0,,,,,,,,,,,,,13530,,,5260,,0,0,4520,,0,0,0,0,0,0,3832,,0,0,0,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
2024-11-14 00:00:00,Donnerstag,,0,0,0,0,0,0,0,963,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,0,,,0,0,0,,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,,,,64447,,,,,,,,,,,-1931056,0,,,,,,,,,,,,,13530,,,5260,,0,0,4520,,0,0,0,0,0,0,3832,,0,0,0,,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
